Date,Adj Close,returns,MA5,MA5_ratio,High5,Low5,High5_ratio,Low5_ratio,Voltality5,MA10,MA10_ratio,High10,Low10,High10_ratio,Low10_ratio,Voltality10,MA15,MA15_ratio,High15,Low15,High15_ratio,Low15_ratio,Voltality15,MA20,MA20_ratio,High20,Low20,High20_ratio,Low20_ratio,Voltality20,MA25,MA25_ratio,High25,Low25,High25_ratio,Low25_ratio,Voltality25,log_return_1,log_return_2,log_return_3,log_return_4,log_return_5,log_return_6,log_return_7,log_return_8,log_return_9,log_return_10,log_return_11,log_return_12,log_return_13,log_return_14,log_return_15,log_return_16,log_return_17,log_return_18,log_return_19,log_return_20,log_return_21,log_return_22,log_return_23,log_return_24,log_return_25
2022-11-17,4289.0,-0.004164782250506384,4313.55,-0.005707625447583016,4336.4,4289.0,-0.010990905270256196,0.0,0.0058293424021873,4325.275,-0.008422116642762949,4378.15,4285.4,-0.02057265519918306,-0.0008397089502551318,0.007097267208455314,4323.693333333334,-0.008056369741319916,4378.15,4285.4,-0.02057265519918306,-0.0008397089502551318,0.006636392447160815,4328.1975,-0.009097568055155554,4378.15,4285.4,-0.02057265519918306,-0.0008397089502551318,0.006213196816809084,4325.918,-0.008570766661594807,4378.15,4285.4,-0.02057265519918306,-0.0008397089502551318,0.0061692747176243555,-0.004164782250506384,-0.006826123019749742,0.0005074620089063609,0.007631370666540078,0.0036917815450647784,-0.013639235035738448,-0.007773129113699749,0.007669549279450076,0.002811968846852275,0.003016663271638987,-0.0025433833754683753,0.0046407554775456175,0.0032648822099964675,-0.011490056810326622,-0.000988926405584284,-0.004495317310655452,0.008837766614306089,-0.00024238367145252765,0.0018713401711449688,-0.0027595780004134253,0.007685667787586445,-0.0015093816724045495,0.0011840915223423596,-0.005964220879665343,0.00869762298981095
2022-11-18,4278.0,-0.0025679948745295396,4308.9,-0.007197040463535692,4336.4,4278.0,-0.01355890014478568,0.0,0.005548780812409924,4319.825,-0.009729281516023522,4378.15,4278.0,-0.023140650073712597,0.0,0.006990585833226324,4319.16,-0.009575328244588642,4378.15,4278.0,-0.023140650073712597,0.0,0.006649631606189623,4325.8775000000005,-0.011129399317611588,4378.15,4278.0,-0.023140650073712597,0.0,0.006209755978893478,4323.826,-0.010655047789037742,4378.15,4278.0,-0.023140650073712597,0.0,0.005910830655941175,-0.0025679948745295396,-0.004164782250506384,-0.006826123019749742,0.0005074620089063609,0.007631370666540078,0.0036917815450647784,-0.013639235035738448,-0.007773129113699749,0.007669549279450076,0.002811968846852275,0.003016663271638987,-0.0025433833754683753,0.0046407554775456175,0.0032648822099964675,-0.011490056810326622,-0.000988926405584284,-0.004495317310655452,0.008837766614306089,-0.00024238367145252765,0.0018713401711449688,-0.0027595780004134253,0.007685667787586445,-0.0015093816724045495,0.0011840915223423596,-0.005964220879665343
2022-11-21,4275.15,-0.0006664211677517647,4297.09,-0.00511885992629672,4336.4,4275.15,-0.014225321312537526,0.0,0.002898347220355412,4312.87,-0.008784386286104489,4378.15,4275.15,-0.023807071241464407,0.0,0.0068502632687546805,4317.746666666667,-0.009914471742106292,4378.15,4275.15,-0.023807071241464407,0.0,0.005990575546494135,4323.01,-0.011132729398777267,4378.15,4275.15,-0.023807071241464407,0.0,0.006183776841340582,4322.65,-0.011049450620706367,4378.15,4275.15,-0.023807071241464407,0.0,0.005800177984566024,-0.0006664211677517647,-0.0025679948745295396,-0.004164782250506384,-0.006826123019749742,0.0005074620089063609,0.007631370666540078,0.0036917815450647784,-0.013639235035738448,-0.007773129113699749,0.007669549279450076,0.002811968846852275,0.003016663271638987,-0.0025433833754683753,0.0046407554775456175,0.0032648822099964675,-0.011490056810326622,-0.000988926405584284,-0.004495317310655452,0.008837766614306089,-0.00024238367145252765,0.0018713401711449688,-0.0027595780004134253,0.007685667787586445,-0.0015093816724045495,0.0011840915223423596
2022-11-22,4281.6,0.001507582019255543,4286.129999999999,-0.0010574563909284168,4306.9,4275.15,-0.0058916162735321445,-0.0015075820192555502,0.003197839369079277,4303.215,-0.005035646237128443,4344.25,4275.15,-0.014526360108509072,-0.0015075820192555502,0.006165324345855834,4315.826666666667,-0.007962114435140142,4378.15,4275.15,-0.022299489222208847,-0.0015075820192555502,0.005932154388159436,4320.5175,-0.0090484152365192,4378.15,4275.15,-0.022299489222208847,-0.0015075820192555502,0.006202443004372463,4321.528,-0.009282271909596351,4378.15,4275.15,-0.022299489222208847,-0.0015075820192555502,0.005803926321023975,0.001507582019255543,-0.0006664211677517647,-0.0025679948745295396,-0.004164782250506384,-0.006826123019749742,0.0005074620089063609,0.007631370666540078,0.0036917815450647784,-0.013639235035738448,-0.007773129113699749,0.007669549279450076,0.002811968846852275,0.003016663271638987,-0.0025433833754683753,0.0046407554775456175,0.0032648822099964675,-0.011490056810326622,-0.000988926405584284,-0.004495317310655452,0.008837766614306089,-0.00024238367145252765,0.0018713401711449688,-0.0027595780004134253,0.007685667787586445,-0.0015093816724045495
2022-11-23,4311.5,0.006959099898524478,4287.05,0.005687020694699847,4311.5,4275.15,0.0,-0.00846668191777996,0.004326028684806405,4299.9400000000005,0.0026848022964482037,4336.4,4275.15,-0.005758639394757494,-0.00846668191777996,0.006447298599106796,4314.5633333333335,-0.0007102506308462428,4378.15,4275.15,-0.015340389323684403,-0.00846668191777996,0.006101948142026739,4317.5975,-0.0014132418865017637,4378.15,4275.15,-0.015340389323684403,-0.00846668191777996,0.006065031354904614,4321.862,-0.002400456502496245,4378.15,4275.15,-0.015340389323684403,-0.00846668191777996,0.005972714246872483,0.006959099898524478,0.001507582019255543,-0.0006664211677517647,-0.0025679948745295396,-0.004164782250506384,-0.006826123019749742,0.0005074620089063609,0.007631370666540078,0.0036917815450647784,-0.013639235035738448,-0.007773129113699749,0.007669549279450076,0.002811968846852275,0.003016663271638987,-0.0025433833754683753,0.0046407554775456175,0.0032648822099964675,-0.011490056810326622,-0.000988926405584284,-0.004495317310655452,0.008837766614306089,-0.00024238367145252765,0.0018713401711449688,-0.0027595780004134253,0.007685667787586445
2022-11-24,4350.15,0.008924455854454623,4299.280000000001,0.011762760445598172,4350.15,4275.15,0.0,-0.017391137772234635,0.004932138178850691,4306.414999999999,0.010104555818339243,4350.15,4275.15,0.0,-0.017391137772234635,0.005280605629895183,4316.61,0.0077399552865524395,4378.15,4275.15,-0.006415933469229833,-0.017391137772234635,0.006504878686239889,4317.589999999999,0.0075129510466208915,4378.15,4275.15,-0.006415933469229833,-0.017391137772234635,0.006355256109936408,4322.414,0.006396284780894141,4378.15,4275.15,-0.006415933469229833,-0.017391137772234635,0.0060431865678086455,0.008924455854454623,0.006959099898524478,0.001507582019255543,-0.0006664211677517647,-0.0025679948745295396,-0.004164782250506384,-0.006826123019749742,0.0005074620089063609,0.007631370666540078,0.0036917815450647784,-0.013639235035738448,-0.007773129113699749,0.007669549279450076,0.002811968846852275,0.003016663271638987,-0.0025433833754683753,0.0046407554775456175,0.0032648822099964675,-0.011490056810326622,-0.000988926405584284,-0.004495317310655452,0.008837766614306089,-0.00024238367145252765,0.0018713401711449688,-0.0027595780004134253
2022-11-25,4400.65,0.011541930021646954,4323.8099999999995,0.01761529927036665,4400.65,4275.15,0.0,-0.028933067793881575,0.005104101065336064,4316.355,0.019340961187708765,4400.65,4275.15,0.0,-0.028933067793881575,0.006153975548035057,4321.153333333333,0.018229915353248805,4400.65,4275.15,0.0,-0.028933067793881575,0.00708926952479724,4320.3225,0.01842220503892689,4400.65,4275.15,0.0,-0.028933067793881575,0.0068511489120961664,4325.464,0.017232839419941654,4400.65,4275.15,0.0,-0.028933067793881575,0.00642348159089147,0.011541930021646954,0.008924455854454623,0.006959099898524478,0.001507582019255543,-0.0006664211677517647,-0.0025679948745295396,-0.004164782250506384,-0.006826123019749742,0.0005074620089063609,0.007631370666540078,0.0036917815450647784,-0.013639235035738448,-0.007773129113699749,0.007669549279450076,0.002811968846852275,0.003016663271638987,-0.0025433833754683753,0.0046407554775456175,0.0032648822099964675,-0.011490056810326622,-0.000988926405584284,-0.004495317310655452,0.008837766614306089,-0.00024238367145252765,0.0018713401711449688
2022-11-28,4446.05,0.010263804256302342,4357.99,0.020005119653415192,4446.05,4281.6,0.0,-0.03768929003092836,0.003925259799463045,4327.54,0.027016810305120723,4446.05,4275.15,0.0,-0.039196872050183906,0.0064569446148806985,4327.91,0.026931315039080216,4446.05,4275.15,0.0,-0.039196872050183906,0.007472987681418858,4327.8075,0.026954998806487156,4446.05,4275.15,0.0,-0.039196872050183906,0.006546613805698599,4330.005999999999,0.026447133847914386,4446.05,4275.15,0.0,-0.039196872050183906,0.006700615490003724,0.010263804256302342,0.011541930021646954,0.008924455854454623,0.006959099898524478,0.001507582019255543,-0.0006664211677517647,-0.0025679948745295396,-0.004164782250506384,-0.006826123019749742,0.0005074620089063609,0.007631370666540078,0.0036917815450647784,-0.013639235035738448,-0.007773129113699749,0.007669549279450076,0.002811968846852275,0.003016663271638987,-0.0025433833754683753,0.0046407554775456175,0.0032648822099964675,-0.011490056810326622,-0.000988926405584284,-0.004495317310655452,0.008837766614306089,-0.00024238367145252765
2022-11-29,4436.15,-0.0022291783791448115,4388.9,0.010708256950279523,4446.05,4311.5,-0.0022291783791448115,-0.028501011753259108,0.005480012379244533,4337.514999999999,0.022485279683246952,4446.05,4275.15,-0.0022291783791448115,-0.0369676936710391,0.006609230762072435,4331.776666666667,0.023809109678134308,4446.05,4275.15,-0.0022291783791448115,-0.0369676936710391,0.007328452321956859,4334.094999999999,0.023274060584906466,4446.05,4275.15,-0.0022291783791448115,-0.0369676936710391,0.006593149262976958,4334.194,0.02325121870688291,4446.05,4275.15,-0.0022291783791448115,-0.0369676936710391,0.006728120784295931,-0.0022291783791448115,0.010263804256302342,0.011541930021646954,0.008924455854454623,0.006959099898524478,0.001507582019255543,-0.0006664211677517647,-0.0025679948745295396,-0.004164782250506384,-0.006826123019749742,0.0005074620089063609,0.007631370666540078,0.0036917815450647784,-0.013639235035738448,-0.007773129113699749,0.007669549279450076,0.002811968846852275,0.003016663271638987,-0.0025433833754683753,0.0046407554775456175,0.0032648822099964675,-0.011490056810326622,-0.000988926405584284,-0.004495317310655452,0.008837766614306089
2022-11-30,4461.35,0.00566452764987891,4418.87,0.00956740351796462,4461.35,4350.15,0.0,-0.02524108354868347,0.005518311153224528,4352.96,0.024595337350451944,4461.35,4275.15,0.0,-0.04263222132091802,0.005832983401805103,4339.583333333333,0.027673073454344853,4461.35,4275.15,0.0,-0.04263222132091802,0.007009863257703647,4340.639999999999,0.027429608135237635,4461.35,4275.15,0.0,-0.04263222132091802,0.006623231069599543,4337.852,0.028072116095355697,4461.35,4275.15,0.0,-0.04263222132091802,0.006601969100497213,0.00566452764987891,-0.0022291783791448115,0.010263804256302342,0.011541930021646954,0.008924455854454623,0.006959099898524478,0.001507582019255543,-0.0006664211677517647,-0.0025679948745295396,-0.004164782250506384,-0.006826123019749742,0.0005074620089063609,0.007631370666540078,0.0036917815450647784,-0.013639235035738448,-0.007773129113699749,0.007669549279450076,0.002811968846852275,0.003016663271638987,-0.0025433833754683753,0.0046407554775456175,0.0032648822099964675,-0.011490056810326622,-0.000988926405584284,-0.004495317310655452
2022-12-01,4486.7,0.005666054127998968,4446.179999999999,0.00907216438894411,4486.7,4400.65,0.0,-0.0193652076550356,0.005400737766428519,4372.73,0.025729936927605092,4486.7,4275.15,0.0,-0.048298275448917155,0.0051858082535882815,4353.003333333333,0.030251436616094307,4486.7,4275.15,0.0,-0.048298275448917155,0.005610568611671925,4349.0025000000005,0.03117095648125102,4486.7,4275.15,0.0,-0.048298275448917155,0.0066145556047790995,4343.308,0.03248119518352906,4486.7,4275.15,0.0,-0.048298275448917155,0.006573284478253561,0.005666054127998968,0.00566452764987891,-0.0022291783791448115,0.010263804256302342,0.011541930021646954,0.008924455854454623,0.006959099898524478,0.001507582019255543,-0.0006664211677517647,-0.0025679948745295396,-0.004164782250506384,-0.006826123019749742,0.0005074620089063609,0.007631370666540078,0.0036917815450647784,-0.013639235035738448,-0.007773129113699749,0.007669549279450076,0.002811968846852275,0.003016663271638987,-0.0025433833754683753,0.0046407554775456175,0.0032648822099964675,-0.011490056810326622,-0.000988926405584284
